report_code,report_date,fight_id,fight_name,encounter_id,fight_result,duration_seconds,fight_start_timestamp,difficulty,raid_size,player_name,player_id,warcraft_logs_source_id,class,spec,role,item_level,damage_done,damage_done_reduced,damage_per_second,damage_active_time_seconds,damage_active_time_percent,damage_taken,damage_taken_reduced,damage_taken_per_second,damage_taken_active_time_seconds,healing_done,healing_done_reduced,healing_per_second,overhealing,healing_active_time_seconds,healing_received,healing_received_reduced,healing_received_per_second,cast_count,casts_per_minute,death_count,interrupt_count,dispel_count,attempt_number,active_time_ms,active_time_seconds,active_time_percent,player_count
31PjbgTG8KDC9JBh,2026-06-23,5,Crown of the Cosmos,3181,KILL,472.34,1744066.0,4.0,16.0,Ilidank,P-4b25ba747f972b89,11,DemonHunter,Devourer,DPS,288.0,21361643.0,0.0,45225.141,265.683,56.25,9084139.0,8806683.0,19232.203,374.326,4364608.0,4208445.0,9240.395,5204277.0,408.858,4311135.0,4154972.0,9127.186,206,26.168,0,1,0,2,265683.0,265.683,56.25,16
31PjbgTG8KDC9JBh,2026-06-23,5,Crown of the Cosmos,3181,KILL,472.34,1744066.0,4.0,16.0,Mannarchy,P-074ea59fb89e97f7,14,Paladin,Protection,Tank,288.0,8112529.0,7741093.0,17175.189,271.075,57.39,17829003.0,14636945.0,37746.121,444.626,11276726.0,6681765.0,23874.171,5626673.0,452.958,12384165.0,9277227.0,26218.751,331,42.046,0,1,0,2,271075.0,271.075,57.39,16
31PjbgTG8KDC9JBh,2026-06-23,5,Crown of the Cosmos,3181,KILL,472.34,1744066.0,4.0,16.0,Maztajake,P-dc96b65209ad25d3,19,Druid,Balance,DPS,288.0,28659043.0,26509109.0,60674.605,306.579,64.91,10924473.0,10363170.0,23128.41,427.585,674050.0,565613.0,1427.044,0.0,33.205,5292873.0,4683792.0,11205.642,266,33.789,0,0,0,2,306579.0,306.579,64.91,16
31PjbgTG8KDC9JBh,2026-06-23,5,Crown of the Cosmos,3181,KILL,472.34,1744066.0,4.0,16.0,Primeval,P-d2cfbf0e9385c81d,9,Shaman,Restoration,Healer,290.0,74256.0,62556.0,157.209,18.015,3.81,10776886.0,10558075.0,22815.95,351.385,55386467.0,54578722.0,117259.743,19440598.0,471.098,7422207.0,7204545.0,15713.696,244,30.995,0,0,1,2,18015.0,18.015,3.81,16
31PjbgTG8KDC9JBh,2026-06-23,5,Crown of the Cosmos,3181,KILL,472.34,1744066.0,4.0,16.0,Siare,P-386d8566043e1cef,17,Warlock,Demonology,DPS,290.0,27733291.0,6342505.0,58714.678,301.344,63.8,11260854.0,9084939.0,23840.568,414.986,2582251.0,572562.0,5466.933,39237.0,438.392,5390432.0,4177937.0,11412.186,238,30.232,0,0,0,2,301344.0,301.344,63.8,16
31PjbgTG8KDC9JBh,2026-06-23,5,Crown of the Cosmos,3181,KILL,472.34,1744066.0,4.0,16.0,Sinfxl,P-59860c89738c2525,103,Mage,Frost,DPS,278.0,21382840.0,21378674.0,45270.017,300.354,63.59,10758041.0,8242622.0,22776.053,402.595,2016894.0,344661.0,4270.005,0.0,69.634,9569349.0,7041963.0,20259.451,249,31.63,0,2,0,2,300354.0,300.354,63.59,16
31PjbgTG8KDC9JBh,2026-06-23,5,Crown of the Cosmos,3181,KILL,472.34,1744066.0,4.0,16.0,Soliloquy,P-ace0c6b4dcb42bd6,3,Priest,Shadow,DPS,275.0,23453610.0,21571509.0,49654.084,340.659,72.12,11230648.0,8382870.0,23776.619,423.884,7945686.0,5423650.0,16821.963,8363528.0,452.727,9515501.0,6874627.0,20145.448,198,25.151,0,0,0,2,340659.0,340.659,72.12,16
31PjbgTG8KDC9JBh,2026-06-23,5,Crown of the Cosmos,3181,KILL,472.34,1744066.0,4.0,16.0,Tavendar,P-dd48d38ee5e5c55c,12,Paladin,Holy,Healer,281.0,484961.0,0.0,1026.72,112.549,23.83,9770703.0,8921265.0,20685.741,373.497,36197553.0,34791296.0,76634.528,20468283.0,413.776,4471279.0,4927838.0,9466.23,238,30.232,1,0,1,2,112549.0,112.549,23.83,16
31PjbgTG8KDC9JBh,2026-06-23,5,Crown of the Cosmos,3181,KILL,472.34,1744066.0,4.0,16.0,Whilton,P-04eb4efde7a37b62,10,Druid,Feral,DPS,282.0,0.0,0.0,0.0,0.0,0.0,1943101.0,1854008.0,4113.776,36.165,390726.0,341684.0,827.213,238159.0,36.678,270904.0,221862.0,573.536,14,1.778,1,0,0,2,0.0,0.0,0.0,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Aurëus,P-f95b1f39aecd9371,9,Paladin,Retribution,DPS,290.0,13453526.0,0.0,79661.342,140.533,83.21,2937618.0,2225504.0,17394.294,126.4,1040319.0,434703.0,6159.962,475047.0,130.344,908410.0,146322.0,5378.899,131,46.541,1,0,0,1,140533.0,140.533,83.21,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Averlis,P-77b140a1e9d7fba2,12,Druid,Balance,DPS,287.0,17569567.0,16156017.0,104033.342,154.703,91.6,3194448.0,2889790.0,18915.042,126.38,328676.0,238802.0,1946.164,5612.0,125.219,1079935.0,900262.0,6394.537,105,37.304,1,1,0,1,154703.0,154.703,91.6,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Chontosh,P-81cad9c290ac9716,6,Paladin,Holy,Healer,287.0,788378.0,0.0,4668.163,99.029,58.64,3447748.0,3157442.0,20414.888,126.396,10098054.0,9070513.0,59792.84,14438165.0,135.562,1539897.0,1621301.0,9118.075,78,27.711,1,0,0,1,99029.0,99.029,58.64,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Dahlela,P-6361fdb34c226d87,15,Priest,Shadow,DPS,272.0,12710327.0,12083007.0,75260.694,154.092,91.24,2997289.0,2473512.0,17747.62,126.403,1447740.0,1092010.0,8572.393,3363635.0,132.143,772280.0,410622.0,4572.843,70,24.869,1,0,0,1,154092.0,154.092,91.24,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Decayed,P-584cf7139227dcac,1,DeathKnight,Blood,Tank,289.0,8923348.0,7850215.0,52837.143,160.174,94.84,8835431.0,4819701.0,52316.566,159.627,4906863.0,1936844.0,29054.635,4647087.0,159.657,7307227.0,2723274.0,43267.728,97,34.462,1,0,0,1,160174.0,160.174,94.84,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Dystrophee,P-14b92b7f6709320a,14,DeathKnight,Unholy,DPS,288.0,20115489.0,12087984.0,119108.317,164.594,97.46,2966745.0,1978149.0,17566.762,126.405,1068659.0,255700.0,6327.769,2024351.0,126.515,907942.0,224954.0,5376.128,92,32.685,1,1,0,1,164594.0,164.594,97.46,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Ilidank,P-4b25ba747f972b89,7,DemonHunter,Devourer,DPS,288.0,19962658.0,0.0,118203.37,147.606,87.4,3304834.0,3143059.0,19568.663,141.195,2249810.0,1406696.0,13321.629,2982835.0,150.459,1539578.0,1406696.0,9116.186,93,33.04,1,1,0,1,147606.0,147.606,87.4,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Mannarchy,P-074ea59fb89e97f7,4,Paladin,Protection,Tank,288.0,8666767.0,8301543.0,51317.869,167.792,99.35,5956212.0,3988518.0,35268.066,164.538,4710281.0,1851127.0,27890.629,3507116.0,167.042,3622433.0,1681087.0,21449.237,133,47.251,1,0,0,1,167792.0,167.792,99.35,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Maztademon,P-cfa3eaa57c7f3b2f,20,DemonHunter,Devourer,DPS,261.0,8654074.0,0.0,51242.711,133.343,78.96,2787906.0,2438306.0,16507.816,126.408,790758.0,0.0,4682.255,1415070.0,134.49,784830.0,0.0,4647.154,76,27.001,1,0,0,1,133343.0,133.343,78.96,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Meowrawrxo,P-cae9f2bae0773bc9,8,Druid,Feral,DPS,288.0,12846248.0,0.0,76065.512,141.953,84.05,4491329.0,3987442.0,26594.165,143.038,907256.0,766225.0,5372.066,712829.0,140.535,3895109.0,3270164.0,23063.813,76,27.001,1,0,0,1,141953.0,141.953,84.05,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Primeval,P-d2cfbf0e9385c81d,3,Shaman,Restoration,Healer,290.0,134324.0,122417.0,795.362,36.002,21.32,2921309.0,2856024.0,17297.725,126.405,11437982.0,11187846.0,67726.854,10673451.0,154.909,1391515.0,1343759.0,8239.472,73,25.935,1,0,0,1,36002.0,36.002,21.32,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Siare,P-386d8566043e1cef,21,Warlock,Demonology,DPS,290.0,16731590.0,3988702.0,99071.493,164.283,97.28,6563804.0,4472253.0,38865.754,158.276,2096860.0,790910.0,12415.978,99078.0,158.048,4690255.0,3007405.0,27772.051,94,33.396,1,0,0,1,164283.0,164.283,97.28,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Sinfxl,P-59860c89738c2525,19,Mage,Frost,DPS,279.0,15064140.0,0.0,89198.148,130.976,77.55,3596380.0,2582708.0,21294.972,126.406,349983.0,0.0,2072.328,0.0,12.014,2273414.0,1285082.0,13461.394,83,29.488,1,0,0,1,130976.0,130.976,77.55,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Soliloquy,P-ace0c6b4dcb42bd6,11,Priest,Shadow,DPS,278.0,13329158.0,12531383.0,78924.931,160.465,95.01,3634756.0,2896921.0,21522.205,126.402,1912093.0,1379544.0,11321.931,3427377.0,131.016,2077379.0,1403074.0,12300.626,76,27.001,1,0,0,1,160465.0,160.465,95.01,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Tavendar,P-dd48d38ee5e5c55c,2,Paladin,Holy,Healer,281.0,725240.0,0.0,4294.309,102.08,60.44,3025736.0,2616269.0,17916.061,155.024,9423219.0,8304651.0,55796.991,10632980.0,162.084,1003198.0,944236.0,5940.16,99,35.172,1,0,0,1,102080.0,102.08,60.44,16
3VrDYLzQHKtTyAFX,2026-06-24,1,Rotmire,3159,WIPE,168.884,361773.0,4.0,16.0,Whilton,P-04eb4efde7a37b62,10,Druid,Feral,DPS,282.0,12966937.0,0.0,76780.139,137.961,81.69,3333954.0,3013038.0,19741.089,126.399,329688.0,285945.0,1952.157,153145.0,132.642,1425697.0,1140970.0,8441.871,73,25.935,1,1,0,1,137961.0,137.961,81.69,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Aurëus,P-f95b1f39aecd9371,9,Paladin,Retribution,DPS,290.0,42578214.0,0.0,112495.843,376.645,99.51,11611148.0,9838779.0,30677.799,367.995,3738086.0,2258288.0,9876.392,1012921.0,373.997,8765530.0,7002313.0,23159.395,366,58.02,0,0,0,2,376645.0,376.645,99.51,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Averlis,P-77b140a1e9d7fba2,12,Druid,Balance,DPS,287.0,38747534.0,36332304.0,102374.808,377.184,99.66,11268518.0,10683630.0,29772.536,367.993,865781.0,679477.0,2287.479,65018.0,366.788,5527721.0,4694261.0,14604.784,283,44.863,0,2,0,2,377184.0,377.184,99.66,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Chontosh,P-81cad9c290ac9716,6,Paladin,Holy,Healer,287.0,2264217.0,0.0,5982.285,229.928,60.75,11265628.0,10393872.0,29764.901,367.993,45228461.0,43456594.0,119498.057,29628249.0,377.886,5740930.0,6443825.0,15168.104,245,38.839,0,0,0,2,229928.0,229.928,60.75,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Dahlela,P-6361fdb34c226d87,15,Priest,Shadow,DPS,272.0,27933064.0,25829448.0,73801.911,377.572,99.76,12339349.0,11085758.0,32601.778,367.994,4383895.0,3876244.0,11582.683,4963794.0,375.311,8283362.0,6801998.0,21885.46,176,27.901,0,1,0,2,377572.0,377.572,99.76,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Decayed,P-584cf7139227dcac,1,DeathKnight,Blood,Tank,289.0,25851329.0,22707370.0,68301.762,378.415,99.98,21095817.0,12998392.0,55737.23,378.223,10989065.0,5283191.0,29034.194,10881491.0,377.333,15832913.0,7906952.0,41832.118,235,37.254,0,1,0,2,378415.0,378.415,99.98,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Dystrophee,P-14b92b7f6709320a,14,DeathKnight,Unholy,DPS,288.0,47611330.0,30939817.0,125793.832,377.082,99.63,11553962.0,8604176.0,30526.708,367.994,2961138.0,777223.0,7823.619,6678354.0,368.306,6408396.0,3968822.0,16931.615,235,37.254,0,1,0,2,377082.0,377.082,99.63,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Ilidank,P-4b25ba747f972b89,7,DemonHunter,Devourer,DPS,288.0,55096635.0,0.0,145570.746,377.16,99.65,8633667.0,8308147.0,22811.0,367.994,4930921.0,4416226.0,13027.98,6867866.0,376.265,4557525.0,4397047.0,12041.431,212,33.607,0,2,0,2,377160.0,377.16,99.65,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Mannarchy,P-074ea59fb89e97f7,4,Paladin,Protection,Tank,288.0,21653830.0,20231004.0,57211.555,372.254,98.35,15020310.0,9844773.0,39685.141,367.994,12738252.0,5416308.0,33655.719,8500156.0,372.018,10332009.0,5252362.0,27298.187,332,52.631,0,0,0,2,372254.0,372.254,98.35,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Maztademon,P-cfa3eaa57c7f3b2f,20,DemonHunter,Devourer,DPS,261.0,16800225.0,0.0,44387.852,290.912,76.86,6935100.0,6051684.0,18323.218,284.958,2619704.0,2363015.0,6921.516,2359780.0,290.809,2460709.0,2344913.0,6501.436,148,23.462,1,0,0,2,290912.0,290.912,76.86,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Meowrawrxo,P-cae9f2bae0773bc9,8,Druid,Feral,DPS,288.0,39116319.0,0.0,103349.174,376.48,99.47,10769877.0,9970655.0,28455.078,367.994,3761368.0,3371247.0,9937.905,2105940.0,373.879,5249801.0,4738924.0,13870.492,235,37.254,0,1,0,2,376480.0,376.48,99.47,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Primeval,P-d2cfbf0e9385c81d,3,Shaman,Restoration,Healer,290.0,129361.0,119000.0,341.785,35.975,9.5,9313023.0,9020908.0,24605.926,367.994,42224941.0,41468790.0,111562.461,17955083.0,378.131,4842812.0,4121977.0,12795.187,206,32.656,0,0,0,2,35975.0,35.975,9.5,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Siare,P-386d8566043e1cef,21,Warlock,Demonology,DPS,290.0,47606245.0,13208911.0,125780.397,377.797,99.82,10623486.0,8565137.0,28068.298,367.994,2261438.0,716178.0,5974.942,4996.0,368.306,5225208.0,4214358.0,13805.515,258,40.9,0,0,0,2,377797.0,377.797,99.82,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Sinfxl,P-59860c89738c2525,19,Mage,Frost,DPS,279.0,37014529.0,0.0,97796.038,376.799,99.55,11263138.0,8759360.0,29758.322,367.994,2003940.0,374459.0,5294.607,0.0,93.898,5818885.0,3528331.0,15374.068,241,38.205,0,2,0,2,376799.0,376.799,99.55,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Soliloquy,P-ace0c6b4dcb42bd6,11,Priest,Shadow,DPS,278.0,31713647.0,29088761.0,83790.585,377.081,99.63,11519457.0,9945324.0,30435.542,367.994,6056122.0,5056849.0,16000.872,5416242.0,378.313,6923756.0,5636404.0,18293.247,192,30.437,0,0,0,2,377081.0,377.081,99.63,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Tavendar,P-dd48d38ee5e5c55c,2,Paladin,Holy,Healer,281.0,2132607.0,0.0,5634.558,258.55,68.31,11045267.0,10242273.0,29182.685,367.993,29226480.0,27674300.0,77219.244,16860875.0,376.855,4374955.0,4064348.0,11559.063,227,35.985,0,0,0,2,258550.0,258.55,68.31,16
3VrDYLzQHKtTyAFX,2026-06-24,3,Rotmire,3159,KILL,378.487,618996.0,4.0,16.0,Whilton,P-04eb4efde7a37b62,10,Druid,Feral,DPS,282.0,34510776.0,0.0,91180.875,376.252,99.41,11159379.0,10467186.0,29484.18,367.994,2706464.0,2475887.0,7150.745,582208.0,374.406,1701354.0,1291972.0,4495.145,256,40.583,0,0,0,2,376252.0,376.252,99.41,16
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Asharia,P-baca25d85259e955,17,DemonHunter,Devourer,DPS,267.0,13476962.0,0.0,90018.649,126.142,84.26,3673033.0,3460688.0,24533.828,125.616,996086.0,938987.0,6653.303,1517857.0,121.659,1037993.0,938987.0,6933.219,69,27.653,1,1,0,3,126142.0,126.142,84.26,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Aurëus,P-f95b1f39aecd9371,9,Paladin,Retribution,DPS,269.0,9113570.0,0.0,60873.605,139.537,93.2,3215453.0,2601478.0,21477.447,146.993,922122.0,499464.0,6159.265,244750.0,142.274,1320777.0,251838.0,8822.06,97,38.874,1,0,0,3,139537.0,139.537,93.2,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Averlis,P-77b140a1e9d7fba2,21,Druid,Balance,DPS,271.0,14806956.0,13966766.0,98902.273,147.875,98.77,3197426.0,2946423.0,21357.036,127.163,607132.0,493473.0,4055.306,150594.0,116.938,611621.0,493473.0,4085.29,96,38.474,1,0,0,3,147875.0,147.875,98.77,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Cryonox,P-31619035e7d32aa2,14,DeathKnight,Unholy,DPS,276.0,14484754.0,8338301.0,96750.142,146.301,97.72,2638772.0,1901474.0,17625.537,122.017,679509.0,233223.0,4538.744,1928967.0,122.564,595830.0,223183.0,3979.815,77,30.859,1,0,0,3,146301.0,146.301,97.72,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Danzilla,P-8ee1779dcaa9232f,19,Hunter,BeastMastery,DPS,264.0,11208497.0,4297592.0,74866.558,138.687,92.64,2695438.0,2583167.0,18004.034,131.994,226920.0,0.0,1515.7,610473.0,107.897,469481.0,0.0,3135.873,93,37.271,1,0,0,3,138687.0,138.687,92.64,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Decayed,P-584cf7139227dcac,1,DeathKnight,Blood,Tank,274.0,6331589.0,5698203.0,42291.511,147.393,98.45,13203657.0,7813118.0,88193.123,145.014,7182016.0,2920562.0,47971.893,3140345.0,142.978,10863134.0,4669935.0,72559.724,82,32.863,2,0,0,3,147393.0,147.393,98.45,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Grapefroot,P-9a88c0c48c4cf21f,16,Hunter,Survival,DPS,275.0,14547917.0,9433701.0,97172.036,122.693,81.95,3863715.0,3759037.0,25807.478,123.012,454624.0,0.0,3036.637,377124.0,112.407,2875153.0,1358958.0,19204.431,83,33.264,1,1,0,3,122693.0,122.693,81.95,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Greyseer,P-146fcdef511d70d4,18,Hunter,BeastMastery,DPS,265.0,7810069.0,2591613.0,52166.939,143.215,95.66,3327459.0,3124471.0,22225.585,145.992,201623.0,0.0,1346.73,565267.0,127.025,2946313.0,1436923.0,19679.741,78,31.26,0,0,0,3,143215.0,143.215,95.66,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Lìllith,P-093da9358d901c39,12,Warlock,Demonology,DPS,273.0,10547744.0,3753255.0,70453.094,129.405,86.44,2622099.0,1672915.0,17514.17,125.514,771018.0,77785.0,5149.974,9418.0,128.879,1539044.0,725207.0,10279.962,65,26.05,1,0,0,3,129405.0,129.405,86.44,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Mannarchy,P-074ea59fb89e97f7,5,Paladin,Protection,Tank,275.0,5763846.0,5404241.0,38499.302,113.38,75.73,8798724.0,7365781.0,58770.608,112.022,4230883.0,2290008.0,28259.957,1035056.0,112.811,5615011.0,3060746.0,37505.167,108,43.283,1,0,0,3,113380.0,113.38,75.73,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Maztajake,P-dc96b65209ad25d3,4,Druid,Balance,DPS,270.0,11395164.0,10462186.0,76113.39,147.822,98.74,3169561.0,2866564.0,21170.914,129.991,1492783.0,1402155.0,9970.964,362281.0,93.108,1507176.0,554357.0,10067.102,85,34.065,1,0,0,3,147822.0,147.822,98.74,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Meowrawrxo,P-cae9f2bae0773bc9,15,Druid,Feral,DPS,271.0,10192620.0,0.0,68081.062,125.943,84.12,2989773.0,2709362.0,19970.029,126.009,1039714.0,876068.0,6944.714,568709.0,125.829,827733.0,645251.0,5528.798,59,23.645,1,0,0,3,125943.0,125.943,84.12,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Mntdewhealer,P-04424ed65288539d,13,Monk,Mistweaver,Healer,278.0,727584.0,0.0,4859.859,109.4,73.07,2406473.0,2050111.0,16073.908,135.991,13767103.0,13415645.0,91956.63,5799997.0,141.557,1702149.0,1503734.0,11369.413,82,32.863,1,0,5,3,109400.0,109.4,73.07,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Panes,P-ace038bf56a82f7f,6,Paladin,Retribution,DPS,273.0,12465654.0,0.0,83263.671,119.556,79.86,3097598.0,2521412.0,20690.241,113.501,1075319.0,584042.0,7182.536,221354.0,111.0,1033808.0,399475.0,6905.265,118,47.29,1,0,0,3,119556.0,119.556,79.86,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Primeval,P-d2cfbf0e9385c81d,8,Shaman,Restoration,Healer,273.0,0.0,0.0,0.0,0.0,0.0,2636380.0,2492654.0,17609.56,129.991,10081793.0,9969846.0,67340.799,3981749.0,138.018,1116300.0,0.0,7456.266,60,24.046,1,0,3,3,0.0,0.0,0.0,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Siare,P-386d8566043e1cef,20,Warlock,Demonology,DPS,274.0,12652396.0,3199065.0,84511.004,137.701,91.98,2686042.0,1971410.0,17941.274,136.0,615049.0,86299.0,4108.187,296.0,136.01,456959.0,86299.0,3052.233,91,36.47,1,0,0,3,137701.0,137.701,91.98,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Sinfxl,P-59860c89738c2525,3,Mage,Frost,DPS,269.0,15804636.0,15802171.0,105566.223,126.847,84.73,2791701.0,2312462.0,18647.018,124.01,455699.0,137424.0,3043.817,166236.0,83.414,2166037.0,882814.0,14467.929,70,28.054,1,0,0,3,126847.0,126.847,84.73,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Spàdes,P-4b77dd2f26623c73,10,Warrior,Arms,DPS,268.0,13958462.0,0.0,93234.803,121.632,81.24,3073162.0,2949318.0,20527.022,117.115,990908.0,0.0,6618.717,266431.0,113.435,1021585.0,0.0,6823.623,62,24.848,1,0,0,3,121632.0,121.632,81.24,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Viserion,P-daa9879d41bb66dd,11,Evoker,Preservation,Healer,271.0,740756.0,0.0,4947.84,53.986,36.06,3011394.0,2697788.0,20114.446,129.99,11880151.0,9629331.0,79352.835,9915379.0,146.994,2201314.0,1887708.0,14703.559,69,27.653,1,0,0,3,53986.0,53.986,36.06,20
3gymwM9c2Av4Xk6r,2026-04-15,1,Lightblinded Vanguard,3180,WIPE,149.713,766350.0,4.0,20.0,Zeleria,P-abdfad2d93a43a81,7,Paladin,Holy,Healer,268.0,150654.0,0.0,1006.285,29.917,19.98,2558653.0,2190803.0,17090.386,122.017,10338709.0,10043225.0,69056.855,4516242.0,126.683,795164.0,625001.0,5311.256,73,29.256,1,0,4,3,29917.0,29.917,19.98,20
3gymwM9c2Av4Xk6r,2026-04-15,2,Lightblinded Vanguard,3180,WIPE,142.855,1137470.0,4.0,20.0,Asharia,P-baca25d85259e955,17,DemonHunter,Devourer,DPS,267.0,16224749.0,0.0,113574.947,129.204,90.44,2713350.0,2564965.0,18993.735,129.211,1393889.0,1348292.0,9757.369,1980384.0,129.583,1415157.0,1348292.0,9906.248,71,29.82,1,1,0,1,129204.0,129.204,90.44,20
3gymwM9c2Av4Xk6r,2026-04-15,2,Lightblinded Vanguard,3180,WIPE,142.855,1137470.0,4.0,20.0,Aurëus,P-f95b1f39aecd9371,9,Paladin,Retribution,DPS,269.0,14465054.0,0.0,101256.897,140.403,98.28,3745212.0,2909078.0,26216.877,136.41,1192247.0,550102.0,8345.854,221741.0,132.939,911313.0,265388.0,6379.287,98,41.161,1,0,0,1,140403.0,140.403,98.28,20
